"Distance [mm]"	"nb []"
0	2.87519848594086E-005
0.11299733655802	0.0117502791134542
0.22599467311604	0.0234785053803141
0.33899200967406	0.0352182024156967
0.45198934623208	0.0467246983294985
0.564986682790101	0.05819140395919
0.677984019348121	0.0695878079708736
0.790981355906141	0.0806173301332434
0.903978692464161	0.0915931639810204
1.01697602902218	0.104040798513695
1.1299733655802	0.114020323248962
1.24297070213822	0.1239651060809
1.35596803869624	0.133869825112584
1.46896537525426	0.143729054346426
1.58196271181228	0.153537288208172
1.6949600483703	0.163288966323264
1.80795738492832	0.172978498532281
1.92095472148634	0.182600290132073
2.03395205804436	0.190937871867809
2.14694939460238	0.199095950759339
2.2599467311604	0.207340667002871
2.37294406771842	0.215668538824729
2.48594140427644	0.223664728078303
2.59893874083446	0.231356387238891
2.71193607739248	0.238794838703145
2.8249334139505	0.245973520968282
2.93793075050852	0.252685426816226
3.05092808706654	0.259074356838725
3.16392542362456	0.265384974400062
3.27692276018258	0.27161555357013
3.3899200967406	0.277764508155214
3.50291743329862	0.283830391968467
3.61591476985664	0.289811899029697
3.72891210641466	0.295707863694469
3.84190944297268	0.301341287856428
3.9549067795307	0.306111107621392
4.06790411608872	0.310838253787111
4.18090145264674	0.31552208625544
4.29389878920476	0.320162082979062
4.40689612576278	0.324757839598138
4.5198934623208	0.329309069014598
4.63289079887882	0.333815600904279
4.74588813543684	0.338277381167229
4.85888547199486	0.342041170851005
4.97188280855289	0.34567039394647
5.0848801451109	0.349276018878272
5.19787748166893	0.352858270095333
5.31087481822695	0.356417458134065
5.42387215478496	0.359953979142179
5.53686949134299	0.363468314356597
5.649866827901	0.366961029535707
5.76286416445903	0.370005016106315
5.87586150101705	0.372666904145445
5.98885883757506	0.375322394339447
6.10185617413309	0.377969033789594
6.21485351069111	0.380604436511136
6.32785084724912	0.383226284392093
6.44084818380715	0.385832328114695
6.55384552036517	0.38842038803912
6.66684285692319	0.390941818268216
6.77984019348121	0.393254002618945
6.89283753003923	0.395523346237093
7.00583486659725	0.39775048336551
7.11883220315527	0.399936110419934
7.23182953971329	0.402080985550084
7.34482687627131	0.404185928168408
7.45782421282933	0.406251818446677
7.57082154938735	0.408279596780643
7.68381888594537	0.409885705967621
7.79681622250339	0.411446349718883
7.90981355906141	0.413011309196688
8.02281089561943	0.414579105480727
8.13580823217745	0.416148303428776
8.24880556873547	0.417717512263581
8.36180290529349	0.419285386134319
8.47480024185151	0.420850624652393
8.58779757840953	0.422319499163872
8.70079491496755	0.423698540512336
8.81379225152557	0.425055747511051
8.92678958808359	0.426391674007291
9.03978692464161	0.427706916097884
9.15278426119963	0.429002111791216
9.26578159775765	0.430277940646356
9.37877893431567	0.431535123389438
9.49177627087369	0.432694208970593
9.60477360743171	0.433601433438329
9.71777094398973	0.434519599953446
9.83076828054775	0.435447660023114
9.94376561710577	0.43638459533047
10.0567629536638	0.437329418172035
10.1697602902218	0.43828117187665
10.2827576267798	0.439238931205766
10.3957549633379	0.440201802734939
10.5087522998959	0.441054699651868
10.6217496364539	0.441887963863079
10.7347469730119	0.4427116688809
10.8477443095699	0.443526291927395
10.960741646128	0.444332340817662
11.073738982686	0.44513035369545
11.186736319244	0.44592089875142
11.299733655802	0.446704573924177
11.41273099236	0.447331440137571
11.5257283289181	0.447869656684902
11.6387256654761	0.448425654759583
11.7517230020341	0.448998097783708
11.8647203385921	0.449585668419988
11.9777176751501	0.450187069158318
12.0907150117082	0.450801022889177
12.2037123482662	0.451426273463655
12.3167096848242	0.451995563349198
12.4297070213822	0.452402226341099
12.5427043579402	0.452826996095513
12.6557016944983	0.453271076712519
12.7686990310563	0.453735658663361
12.8816963676143	0.454221918421688
12.9946937041723	0.454731018098729
13.1076910407303	0.455264105082509
13.2206883772884	0.455822311681213
13.3336857138464	0.456173178384655
13.4466830504044	0.456520046125143
13.5596803869624	0.4568743245558
13.6726777235204	0.457235248376374
13.7856750600785	0.45760207395877
13.8986723966365	0.457974079642524
14.0116697331945	0.458350566016691
14.1246670697525	0.458730856188065
14.2376644063105	0.45900471206885
14.3506617428686	0.459229584134565
14.4636590794266	0.459475198035898
14.5766564159846	0.459742614461541
14.6896537525426	0.460032882404886
14.8026510891006	0.460347038863273
14.9156484256587	0.46068610853955
15.0286457622167	0.46105110354602
15.1416430987747	0.461376493684297
15.2546404353327	0.461565149155419
15.3676377718907	0.461764307880026
15.4806351084488	0.461973311821686
15.5936324450068	0.462191521144341
15.7066297815648	0.462418314478858
15.8196271181228	0.462653089177692
15.9326244546808	0.462895261557587
16.0456217912389	0.46314426713021
16.1586191277969	0.463244971912008
16.2716164643549	0.46336332959196
16.3846138009129	0.463503756918512
16.4976111374709	0.463667235732964
16.610608474029	0.463854736147957
16.723605810587	0.46406721627485
16.836603147145	0.464305621953484
16.949600483703	0.464570886484392
17.062597820261	0.46472716724845
17.1755951568191	0.46482672253936
17.2885924933771	0.464937944563054
17.4015898299351	0.465060247474637
17.5145871664931	0.465193061749051
17.6275845030511	0.465335834425651
17.7405818396092	0.46548802934187
17.8535791761672	0.46564912735586
17.9665765127252	0.46576813070952
18.0795738492832	0.465802863455983
18.1925711858412	0.465859564975949
18.3055685223993	0.465939174096887
18.4185658589573	0.466042618172683
18.5315631955153	0.466170812828579
18.6445605320733	0.466324661708454
18.7575578686313	0.466505056224517
18.8705552051894	0.466711187476548
18.9835525417474	0.466765340144618
19.0965498783054	0.466824497683487
19.2095472148634	0.46688784555636
19.3225445514214	0.466954584172206
19.4355418879795	0.467023929224831
19.5485392245375	0.467095112022125
